Project ID,Registry,Voluntary_Status,Scope,Type,Country,Total_Credits,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
GS5197,GOLD,GOLD_STANDARD_CERTIFIED_PROJECT,Household_Community,Reduction,Uganda,19144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8773,6749,3622
GS5229,GOLD,GOLD_STANDARD_CERTIFIED_PROJECT,Renewable_Energy,Reduction,Turkey,375506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23746,59982,94346,197432
GS5230,GOLD,GOLD_STANDARD_CERTIFIED_PROJECT,Household_Community,Reduction,Madagascar,24852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9528,14018,1306
GS5244,GOLD,GOLD_STANDARD_CERTIFIED_PROJECT,Household_Community,Reduction,Eritrea,31668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19575,0,401,11692
GS5245,GOLD,GOLD_STANDARD_CERTIFIED_PROJECT,Household_Community,Reduction,Eritrea,32743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4834,10641,17268
GS5256,GOLD,GOLD_STANDARD_CERTIFIED_PROJECT,Renewable_Energy,Reduction,India,3225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3225
GS5257,GOLD,GOLD_STANDARD_CERTIFIED_PROJECT,Renewable_Energy,Reduction,Turkey,116171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116171,0,0
GS5303,GOLD,GOLD_STANDARD_CERTIFIED_PROJECT,Household_Community,Reduction,Indonesia,2299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,1675,519
GS5314,GOLD,GOLD_STANDARD_CERTIFIED_PROJECT,Renewable_Energy,Reduction,Kenya,41885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41261,624,0
GS5315,GOLD,GOLD_STANDARD_CERTIFIED_PROJECT,Renewable_Energy,Reduction,Uganda,8732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8732,0,0
GS5322,GOLD,GOLD_STANDARD_CERTIFIED_PROJECT,Household_Community,Reduction,Ethiopia,26483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8973,9582,617,1294,6017
GS5323,GOLD,GOLD_STANDARD_CERTIFIED_PROJECT,Household_Community,Reduction,Ethiopia,26029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8828,9346,0,1891,5964
GS5324,GOLD,GOLD_STANDARD_CERTIFIED_PROJECT,Household_Community,Reduction,Ethiopia,24619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7160,9568,0,1874,6017
GS5325,GOLD,GOLD_STANDARD_CERTIFIED_PROJECT,Household_Community,Reduction,Ethiopia,31160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7516,20318,3326
GS5326,GOLD,GOLD_STANDARD_CERTIFIED_PROJECT,Household_Community,Reduction,Ethiopia,30619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,771,7501,15932,6415
GS5329,GOLD,GOLD_STANDARD_CERTIFIED_PROJECT,Household_Community,Reduction,Malawi,33980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,5000,19950,405,3625
GS5330,GOLD,GOLD_STANDARD_CERTIFIED_PROJECT,Household_Community,Reduction,Malawi,33306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13833,14273,5200
GS5331,GOLD,GOLD_STANDARD_CERTIFIED_PROJECT,Household_Community,Reduction,Malawi,29279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2827,16064,588,9800
GS5332,GOLD,GOLD_STANDARD_CERTIFIED_PROJECT,Household_Community,Reduction,Malawi,21299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2125,14177,2497,2500
GS5335,GOLD,GOLD_STANDARD_CERTIFIED_PROJECT,Household_Community,Reduction,Malawi,26066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8431,9800,372,7463
GS5336,GOLD,GOLD_STANDARD_CERTIFIED_PROJECT,Household_Community,Reduction,Malawi,16849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3925,9800,3124,0
GS5337,GOLD,GOLD_STANDARD_CERTIFIED_PROJECT,Household_Community,Reduction,Malawi,16992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7350,6240,3402
GS5338,GOLD,GOLD_STANDARD_CERTIFIED_PROJECT,Household_Community,Reduction,Malawi,16247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13923,2000,324,0
GS5339,GOLD,GOLD_STANDARD_CERTIFIED_PROJECT,Household_Community,Reduction,Malawi,17828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11094,4983,1751,0
GS5340,GOLD,GOLD_STANDARD_CERTIFIED_PROJECT,Household_Community,Reduction,Malawi,17592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1489,11625,4478,0
GS5341,GOLD,GOLD_STANDARD_CERTIFIED_PROJECT,Household_Community,Reduction,Malawi,19400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11635,2987,4778
GS5342,GOLD,GOLD_STANDARD_CERTIFIED_PROJECT,Household_Community,Reduction,Malawi,23374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9820,12614,940
GS5343,GOLD,GOLD_STANDARD_CERTIFIED_PROJECT,Household_Community,Reduction,Malawi,22615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9023,12211,1381
GS5344,GOLD,GOLD_STANDARD_CERTIFIED_PROJECT,Household_Community,Reduction,Malawi,26796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9902,5368,11526
GS5383,GOLD,GOLD_STANDARD_CERTIFIED_PROJECT,Household_Community,Reduction,Malawi,17116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17116
GS5392,GOLD,GOLD_STANDARD_CERTIFIED_PROJECT,Household_Community,Reduction,Rwanda,38407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7679,9730,4148,9515,7335
GS5393,GOLD,GOLD_STANDARD_CERTIFIED_PROJECT,Household_Community,Reduction,Rwanda,37704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5562,11727,4942,15470,3
GS5394,GOLD,GOLD_STANDARD_CERTIFIED_PROJECT,Household_Community,Reduction,Rwanda,19954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2429,17525,0
GS5395,GOLD,GOLD_STANDARD_CERTIFIED_PROJECT,Household_Community,Reduction,Rwanda,31647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3648,12629,11904,3466
GS5396,GOLD,GOLD_STANDARD_CERTIFIED_PROJECT,Household_Community,Reduction,Rwanda,30887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9066,3923,17898,0
GS5404,GOLD,GOLD_STANDARD_CERTIFIED_PROJECT,Renewable_Energy,Reduction,China,120776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50000,70776,0,0,0,0,0
GS5417,GOLD,GOLD_STANDARD_CERTIFIED_PROJECT,Household_Community,Reduction,India,140003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93887,45232,884
GS5418,GOLD,GOLD_STANDARD_CERTIFIED_PROJECT,Household_Community,Reduction,India,96226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52573,39888,3765
GS5434,GOLD,GOLD_STANDARD_CERTIFIED_PROJECT,Household_Community,Reduction,Rwanda,18754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,1967,3401,8263,5039
GS5437,GOLD,GOLD_STANDARD_CERTIFIED_PROJECT,Household_Community,Reduction,Malawi,18545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13944,3401,1200
GS5438,GOLD,GOLD_STANDARD_CERTIFIED_PROJECT,Household_Community,Reduction,Malawi,34626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14741,18172,1713
GS5439,GOLD,GOLD_STANDARD_CERTIFIED_PROJECT,Household_Community,Reduction,Malawi,25003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11241,13049,713
GS5440,GOLD,GOLD_STANDARD_CERTIFIED_PROJECT,Household_Community,Reduction,Malawi,30735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11017,19617,101
GS5441,GOLD,GOLD_STANDARD_CERTIFIED_PROJECT,Household_Community,Reduction,Malawi,22271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10471,11490,310
GS5444,GOLD,GOLD_STANDARD_CERTIFIED_PROJECT,Household_Community,Reduction,Cameroon,29983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11472,7050,722,10739
GS5447,GOLD,GOLD_STANDARD_CERTIFIED_PROJECT,Household_Community,Reduction,Malawi,36764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36764
GS545,GOLD,GOLD_STANDARD_CERTIFIED_PROJECT,Renewable_Energy,Reduction,China,6440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4508,1799,133,0,0,0,0,0,0,0,0
GS5463,GOLD,GOLD_STANDARD_CERTIFIED_PROJECT,Household_Community,Reduction,Ethiopia,39519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14981,11824,12714
GS547,GOLD,GOLD_STANDARD_CERTIFIED_PROJECT,Renewable_Energy,Reduction,China,22065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9444,7615,1653,3353,0,0,0,0,0,0,0,0
GS5519,GOLD,GOLD_STANDARD_CERTIFIED_PROJECT,Renewable_Energy,Reduction,India,88482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11112,26800,50570
GS5523,GOLD,GOLD_STANDARD_CERTIFIED_PROJECT,Renewable_Energy,Reduction,India,108704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,69809,28895
GS554,GOLD,GOLD_STANDARD_CERTIFIED_PROJECT,Renewable_Energy,Reduction,China,663798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161628,63714,85723,105646,158786,25603,61817,485,206,190,0,0
GS5575,GOLD,GOLD_STANDARD_CERTIFIED_PROJECT,Renewable_Energy,Reduction,India,9064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9064
GS561,GOLD,GOLD_STANDARD_CERTIFIED_PROJECT,Renewable_Energy,Reduction,India,4864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1407,0,3457,0,0,0,0,0,0,0,0
GS5614,GOLD,GOLD_STANDARD_CERTIFIED_PROJECT,Renewable_Energy,Reduction,India,679776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,5669,282873,391201
GS5617,GOLD,GOLD_STANDARD_CERTIFIED_PROJECT,Renewable_Energy,Reduction,India,10353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3140,7213
GS5624,GOLD,GOLD_STANDARD_CERTIFIED_PROJECT,Renewable_Energy,Reduction,India,29773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6201,23572
GS5633,GOLD,GOLD_STANDARD_CERTIFIED_PROJECT,Renewable_Energy,Reduction,India,9953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9952,1
GS5634,GOLD,GOLD_STANDARD_CERTIFIED_PROJECT,Household_Community,Reduction,Rwanda,17168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7022,0,4124,6022
GS5635,GOLD,GOLD_STANDARD_CERTIFIED_PROJECT,Household_Community,Reduction,Rwanda,9017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7034,0,653,1330
GS5636,GOLD,GOLD_STANDARD_CERTIFIED_PROJECT,Household_Community,Reduction,Rwanda,19947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7026,0,6925,5996
GS5637,GOLD,GOLD_STANDARD_CERTIFIED_PROJECT,Household_Community,Reduction,Rwanda,14516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5106,0,9068,342
GS5642,GOLD,GOLD_STANDARD_CERTIFIED_PROJECT,Household_Community,Reduction,Kenya,952618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11237,110986,404985,425410
GS5643,GOLD,GOLD_STANDARD_CERTIFIED_PROJECT,Renewable_Energy,Reduction,India,63504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19200,8912,26553,8839
GS565,GOLD,GOLD_STANDARD_CERTIFIED_PROJECT,Waste_Management,Reduction,Thailand,12000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12000
GS566,GOLD,GOLD_STANDARD_CERTIFIED_PROJECT,Renewable_Energy,Reduction,New Caledonia,354936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,47534,9569,13105,50641,14231,35836,12091,13186,19138,13434,52883,70288
GS5660,GOLD,GOLD_STANDARD_CERTIFIED_PROJECT,Household_Community,Reduction,Myanmar,2434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2434
GS5661,GOLD,GOLD_STANDARD_CERTIFIED_PROJECT,Household_Community,Reduction,Myanmar,12514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,12499
GS5662,GOLD,GOLD_STANDARD_CERTIFIED_PROJECT,Household_Community,Reduction,Myanmar,18020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18020
GS5673,GOLD,GOLD_STANDARD_CERTIFIED_PROJECT,Renewable_Energy,Reduction,India,3171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3171
GS5698,GOLD,GOLD_STANDARD_CERTIFIED_PROJECT,Renewable_Energy,Reduction,India,361337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84825,3904,257219,15389
GS5699,GOLD,GOLD_STANDARD_CERTIFIED_PROJECT,Renewable_Energy,Reduction,India,107080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50000,27213,0,0,29867
GS574,GOLD,GOLD_STANDARD_CERTIFIED_PROJECT,Renewable_Energy,Reduction,Turkey,35869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28670,7199,0,0,0,0,0,0,0
GS576,GOLD,GOLD_STANDARD_CERTIFIED_PROJECT,Renewable_Energy,Reduction,Turkey,147376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17136,77750,50000,0,0,0,0,0,820,1514,156
GS577,GOLD,GOLD_STANDARD_CERTIFIED_PROJECT,Renewable_Energy,Reduction,Turkey,145942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83845,29741,12642,172,898,0,0,0,0,18644,0
GS578,GOLD,GOLD_STANDARD_CERTIFIED_PROJECT,Renewable_Energy,Reduction,Turkey,108952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88414,20538,0
GS5780,GOLD,GOLD_STANDARD_CERTIFIED_PROJECT,Household_Community,Reduction,Kenya,3658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1021,2586,51
GS5781,GOLD,GOLD_STANDARD_CERTIFIED_PROJECT,Household_Community,Reduction,Rwanda,25740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,826,4547,11781,8586
GS5782,GOLD,GOLD_STANDARD_CERTIFIED_PROJECT,Household_Community,Reduction,Rwanda,19710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6300,56,1569,5987,5798
GS5783,GOLD,GOLD_STANDARD_CERTIFIED_PROJECT,Household_Community,Reduction,Rwanda,24562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2800,12109,5580,4073
GS5796,GOLD,GOLD_STANDARD_CERTIFIED_PROJECT,Household_Community,Reduction,Haiti,10784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,5000,784
GS5799,GOLD,GOLD_STANDARD_CERTIFIED_PROJECT,Renewable_Energy,Reduction,India,194286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1588,116336,76362
GS5801,GOLD,GOLD_STANDARD_CERTIFIED_PROJECT,Household_Community,Reduction,Kenya,36269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4070,3880,28319
GS5825,GOLD,GOLD_STANDARD_CERTIFIED_PROJECT,Household_Community,Reduction,Eritrea,21222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,13620,7202
GS5826,GOLD,GOLD_STANDARD_CERTIFIED_PROJECT,Household_Community,Reduction,Eritrea,17930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9868,8062
GS5827,GOLD,GOLD_STANDARD_CERTIFIED_PROJECT,Household_Community,Reduction,Eritrea,13413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10075,3338
GS5830,GOLD,GOLD_STANDARD_CERTIFIED_PROJECT,Renewable_Energy,Reduction,India,1374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1374
GS5844,GOLD,GOLD_STANDARD_CERTIFIED_PROJECT,Household_Community,Reduction,Honduras,28832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2677,21661,3338,1156
GS5860,GOLD,GOLD_STANDARD_CERTIFIED_PROJECT,Renewable_Energy,Reduction,India,1686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1686
GS5866,GOLD,GOLD_STANDARD_CERTIFIED_PROJECT,Renewable_Energy,Reduction,India,207716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75675,100121,30132,1788
GS5889,GOLD,GOLD_STANDARD_CERTIFIED_PROJECT,Household_Community,Reduction,Rwanda,5213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,702,4511
GS5890,GOLD,GOLD_STANDARD_CERTIFIED_PROJECT,Household_Community,Reduction,Rwanda,11957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1717,4821,5419
GS5891,GOLD,GOLD_STANDARD_CERTIFIED_PROJECT,Household_Community,Reduction,Rwanda,6580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1926,4654
GS5892,GOLD,GOLD_STANDARD_CERTIFIED_PROJECT,Household_Community,Reduction,Rwanda,14754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2686,5658,6410
GS5923,GOLD,GOLD_STANDARD_CERTIFIED_PROJECT,Renewable_Energy,Reduction,Sri Lanka,1150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1150
GS5928,GOLD,GOLD_STANDARD_CERTIFIED_PROJECT,Renewable_Energy,Reduction,India,452494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88834,58919,183465,121276
GS5951,GOLD,GOLD_STANDARD_CERTIFIED_PROJECT,Household_Community,Reduction,Eritrea,18777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18436,341
GS5952,GOLD,GOLD_STANDARD_CERTIFIED_PROJECT,Household_Community,Reduction,Eritrea,18665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,774,17891,0
GS5953,GOLD,GOLD_STANDARD_CERTIFIED_PROJECT,Household_Community,Reduction,Eritrea,17487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2553,14934,0
GS5954,GOLD,GOLD_STANDARD_CERTIFIED_PROJECT,Household_Community,Reduction,Eritrea,19972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5828,14144,0
GS5955,GOLD,GOLD_STANDARD_CERTIFIED_PROJECT,Household_Community,Reduction,Eritrea,19759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19759,0
GS6004,GOLD,GOLD_STANDARD_CERTIFIED_PROJECT,Renewable_Energy,Reduction,India,2220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2220
GS6008,GOLD,GOLD_STANDARD_CERTIFIED_PROJECT,Household_Community,Reduction,Benin,22084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4000,0,18000,84
GS601,GOLD,GOLD_STANDARD_CERTIFIED_PROJECT,Renewable_Energy,Reduction,Turkey,290103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28253,44655,4001,18210,51456,10232,10405,17349,33099,44829,27614
GS6037,GOLD,GOLD_STANDARD_CERTIFIED_PROJECT,Household_Community,Reduction,Ethiopia,25666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15522,2148,472,7524
GS6038,GOLD,GOLD_STANDARD_CERTIFIED_PROJECT,Household_Community,Reduction,Ethiopia,22695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5039,12811,0,367,4478
GS6041,GOLD,GOLD_STANDARD_CERTIFIED_PROJECT,Household_Community,Reduction,Eritrea,4959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,707,4252
GS6042,GOLD,GOLD_STANDARD_CERTIFIED_PROJECT,Household_Community,Reduction,Eritrea,2223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2223
GS605,GOLD,GOLD_STANDARD_CERTIFIED_PROJECT,Industrial_Commercial,Reduction,China,1227481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8386,87308,290531,84941,386993,5394,17029,459,45995,118096,62066,120283
GS6050,GOLD,GOLD_STANDARD_CERTIFIED_PROJECT,Household_Community,Reduction,Brazil,14891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5962,0,8929
GS6051,GOLD,GOLD_STANDARD_CERTIFIED_PROJECT,Renewable_Energy,Reduction,Sri Lanka,7401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7181,220
GS608,GOLD,GOLD_STANDARD_CERTIFIED_PROJECT,Renewable_Energy,Reduction,Turkey,563939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,412475,151363
GS609,GOLD,GOLD_STANDARD_CERTIFIED_PROJECT,Household_Community,Reduction,South Africa,8407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7029,1316,62,0,0,0,0,0,0
GS6101,GOLD,GOLD_STANDARD_CERTIFIED_PROJECT,Household_Community,Reduction,Uganda,25432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7012,18420
GS612,GOLD,GOLD_STANDARD_CERTIFIED_PROJECT,Renewable_Energy,Reduction,Taiwan,809043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73419,103318,75301,122784,87599,85069,41837,71235,99721,48760
GS6129,GOLD,GOLD_STANDARD_CERTIFIED_PROJECT,Household_Community,Reduction,Myanmar,25026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25026
GS613,GOLD,GOLD_STANDARD_CERTIFIED_PROJECT,Household_Community,Reduction,Malawi,253127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9611,15828,47027,40,14282,1227,14067,5187,65756,41690,13396,25016
GS614,GOLD,GOLD_STANDARD_CERTIFIED_PROJECT,Household_Community,Reduction,China,12156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12156,0,0
GS615,GOLD,GOLD_STANDARD_CERTIFIED_PROJECT,Household_Community,Reduction,India,18313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18313,0,0
GS6152,GOLD,GOLD_STANDARD_CERTIFIED_PROJECT,Household_Community,Reduction,Burkina Faso,4582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4582
GS6155,GOLD,GOLD_STANDARD_CERTIFIED_PROJECT,Household_Community,Reduction,Mozambique,51893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,470,3354,48069
GS616,GOLD,GOLD_STANDARD_CERTIFIED_PROJECT,Renewable_Energy,Reduction,China,22823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22428,395,0,0,0,0,0,0,0,0,0,0,0
GS617,GOLD,GOLD_STANDARD_CERTIFIED_PROJECT,Renewable_Energy,Reduction,Turkey,1231592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19426,109956,106051,77288,106788,179159,106403,59736,464024,2761
GS6189,GOLD,GOLD_STANDARD_CERTIFIED_PROJECT,Household_Community,Reduction,Rwanda,10607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5482,3798,1327
